Plant,Product  Order,Product Code,production date,         Plan Qty,product name,Base qty,Required qty,Actual qty,difference,Gain,Loss/Gain %,Std Loss %,Std Loss Qty,            Loss (Gain),Std Cost,Base Req. Value,Std Loss Value,Standard Value,Actual Value,Std Cost Variance,         Variance_2
plant 2,11910931,535626,06.09.2022,35794,valtino malt,2834.885,2891.583,2925,90.115,Loss,3.18,2,56.698,33.42,$1302828.68,36933694.83,738673.9,37672372.63,38107738.89,435366.26,1174044.06
plant 2,11877248,535612,18.07.2022,35256,crystal milk,2792.275,2848.121,3040,247.725,Loss,8.87,2,55.846,191.88,$3021213.01,84360575.57,1687211.51,86047802.19,91844875.5,5797073.31,7484299.93
plant 2,11844931,535626,13.05.2022,35074,valtino malt,2777.862,2833.419,2767,-10.862,Gain,0.39,2,55.557,-66.42,$1302828.68,36190782.83,723815.66,36914595.36,36049269.58,-865325.78,-141513.25
plant 2,11876645,535626,07.07.2022,34632,valtino malt,2742.855,2797.712,2776,33.145,Loss,1.21,2,54.857,-21.71,$1302828.68,35734701.59,714694.03,36449394.32,36166524.16,-282870.16,431822.57
plant 2,11836913,755760,29.04.2022,3386,crystal milk,274.267,279.752,530,255.733,Loss,93.24,2,5.485,250.25,$2401765.2,6587249.36,131744.99,6718986.18,12729355.56,6010369.38,6142106.2
plant 2,11837693,699076,30.05.2022,3804,juice,273.888,279.366,259,-14.888,Gain,5.44,2,5.478,-20.37,$1295929.78,3549396.16,70987.92,3620387.19,3356458.13,-263929.06,-192938.03
plant 2,11912758,535626,13.09.2022,34404,valtino malt,2724.797,2779.293,2780,55.203,Loss,2.03,2,54.496,0.71,$1302828.68,35499436.79,709988.74,36209426.31,36218637.3,9210.99,719200.51
plant 2,11875047,535626,05.07.2022,34152,valtino malt,2704.839,2758.936,2756,51.161,Loss,1.89,2,54.097,-2.94,$1302828.68,35239418.24,704788.36,35944209.47,35905958.42,-38251.05,666540.18
plant 2,11874688,535609,05.07.2022,3474,crystal milk,270.973,276.392,5,-265.973,Gain,98.15,2,5.419,-271.39,$3021213.01,8186671.53,163733.43,8350391.06,151060.65,-8199330.41,-8035610.88
plant 2,11888318,769367,27.07.2022,3420,null,270.865,276.282,520,249.135,Loss,91.98,2,5.417,243.72,$1270929.84,3442504.11,68850.08,3511350.38,6608835.17,3097484.79,3166331.06
plant 2,11940016,699120,29.10.2022,33984,null,2691.533,2745.364,2581,-110.533,Gain,4.11,2,53.831,-164.36,$950439.45,25581391.44,511627.83,26093022.5,24530842.2,-1562180.3,-1050549.24
plant 2,11903249,535609,23.08.2022,3445,crystal milk,268.711,274.085,151,-117.711,Gain,43.81,2,5.374,-123.09,$3021213.01,8118331.69,162366.63,8280691.68,4562031.65,-3718660.03,-3556300.04
plant 2,11922181,535611,27.09.2022,3317,crystal milk,268.677,274.051,30,-238.677,Gain,88.83,2,5.374,-244.05,$3021213.01,8117304.48,162346.09,8279664.47,906363.9,-7373300.57,-7210940.58
plant 2,11844099,535626,12.05.2022,33792,valtino malt,2676.326,2729.853,2972,295.674,Loss,11.05,2,53.527,242.15,$1302828.68,34867942.7,697358.85,35565307.81,38720068.37,3154760.56,3852125.67
plant 2,11874348,535612,04.07.2022,3382,crystal milk,267.855,273.212,310,42.145,Loss,15.73,2,5.357,36.79,$3021213.01,8092470.11,161849.4,8254316.49,9365760.33,1111443.84,1273290.22
plant 2,11818609,699120,04.04.2022,33648,null,2664.923,2718.221,2723,58.077,Loss,2.18,2,53.298,4.78,$950439.45,25328479.5,506569.59,25835044.72,25880466.22,45421.5,551986.72
plant 2,11920483,535625,23.09.2022,3334,valtino malt,264.053,269.334,21,-243.053,Gain,92.05,2,5.281,-248.33,$1302828.68,3440158.21,68803.16,3508960.6,273594.02,-3235366.58,-3166564.19
plant 2,11933364,769367,18.10.2022,33288,null,2636.41,2689.138,2918,281.59,Loss,10.68,2,52.728,228.86,$1270929.84,33506921.39,670138.43,34177057.28,37085732.73,2908675.45,3578811.34
plant 2,11831376,535612,21.04.2022,33077,crystal milk,2619.699,2672.093,2411,-208.699,Gain,7.97,2,52.394,-261.09,$3021213.01,79146687.01,1582933.74,80729621.36,72841445.67,-7888175.69,-6305241.34
plant 2,11920543,535611,23.09.2022,3234,crystal milk,261.955,267.194,310,48.045,Loss,18.34,2,5.239,42.81,$3021213.01,7914218.54,158284.37,8072499.89,9365760.33,1293260.44,1451541.79
plant 2,11837579,535626,07.05.2022,32856,valtino malt,2602.196,2654.24,2458,-144.196,Gain,5.54,2,52.044,-196.24,$1302828.68,33902155.8,678043.12,34580199.96,32023528.95,-2556671.01,-1878626.85
plant 2,11818733,535609,23.04.2022,3312,crystal milk,258.336,263.503,463,204.664,Loss,79.22,2,5.167,199.5,$3021213.01,7804880.84,156097.62,7960986.92,13988216.24,6027229.32,6183335.4
plant 2,11877303,535626,22.07.2022,3251,valtino malt,257.479,262.629,21,-236.479,Gain,91.84,2,5.15,-241.63,$1302828.68,3354510.26,67090.21,3421605.93,273594.02,-3148011.91,-3080916.24
plant 2,11856933,535625,02.06.2022,3240,valtino malt,256.609,261.741,430,173.391,Loss,67.57,2,5.132,168.26,$1302828.68,3343175.65,66863.51,3410036.82,5602163.32,2192126.5,2258987.67
plant 2,11837686,535611,24.05.2022,3168,crystal milk,256.609,261.741,501,244.391,Loss,95.24,2,5.132,239.26,$3021213.01,7752704.49,155054.09,7907753.14,15136277.18,7228524.04,7383572.69
plant 2,11915092,535609,14.09.2022,3288,crystal milk,256.465,261.594,20,-236.465,Gain,92.2,2,5.129,-241.59,$3021213.01,7748353.95,154967.08,7903311.96,604242.6,-7299069.36,-7144111.35
plant 2,11837608,535626,17.05.2022,31860,valtino malt,2523.313,2573.779,2380,-143.313,Gain,5.68,2,50.466,-193.78,$1302828.68,32874445.45,657488.91,33531930.97,31007322.58,-2524608.39,-1867122.87
plant 2,11916593,699076,19.09.2022,3500,juice,252,257.04,466,214,Loss,84.92,2,5.04,208.96,$1295929.78,3265743.05,65314.86,3331057.91,6039032.77,2707974.86,2773289.72
plant 2,11824319,535611,08.04.2022,31020,crystal milk,2512.621,2562.873,2534,21.379,Loss,0.85,2,50.252,-28.87,$3021213.01,75911632.54,1518232.65,77429852.51,76557537.67,-872314.84,645905.13
plant 2,11924114,535625,05.10.2022,3168,valtino malt,250.906,255.924,501,250.094,Loss,99.68,2,5.018,245.08,$1302828.68,3268875.33,65377.51,3334251.27,6527171.69,3192920.42,3258296.36
plant 2,11927568,535626,07.10.2022,3162,valtino malt,250.431,255.44,0,-250.431,null,0,2,5.009,-255.44,$1302828.68,3262686.89,65253.74,3327945.58,0,-3327945.58,-3262686.89
plant 2,11868193,535609,22.06.2022,3206,crystal milk,250.069,255.07,54,-196.069,Gain,78.41,2,5.001,-201.07,$3021213.01,7555117.16,151102.34,7706208.02,1631455.03,-6074752.99,-5923662.13
plant 2,11877204,535626,13.07.2022,31212,valtino malt,2471.991,2521.431,2534,62.009,Loss,2.51,2,49.44,12.57,$1302828.68,32205807.72,644116.15,32849926.21,33013678.75,163752.54,807871.03
plant 2,11908588,535611,12.09.2022,3047,crystal milk,246.808,251.744,355,108.192,Loss,43.84,2,4.936,103.26,$3021213.01,7456595.41,149131.91,7605722.48,10725306.19,3119583.71,3268710.78
plant 2,11818823,535611,10.04.2022,30360,crystal milk,2459.161,2508.344,2185,-274.161,Gain,11.15,2,49.183,-323.34,$3021213.01,74296492.07,1485929.84,75782415.26,66013504.27,-9768910.99,-8282987.8
plant 2,11837617,535626,18.05.2022,30984,valtino malt,2453.933,2503.012,2380,-73.933,Gain,3.01,2,49.079,-123.01,$1302828.68,31970542.91,639410.86,32609958.2,31007322.58,-1602635.62,-963220.33
plant 2,11920545,535626,23.09.2022,30492,valtino malt,2414.967,2463.266,2707,292.033,Loss,12.09,2,48.299,243.73,$1302828.68,31462882.69,629257.65,32092135.91,35267572.37,3175436.46,3804689.68
plant 2,11891492,535611,19.08.2022,2987,crystal milk,241.947,246.786,70,-171.947,Gain,71.07,2,4.839,-176.79,$3021213.01,7309734.24,146194.68,7455930.74,2114849.11,-5341081.63,-5194885.13
plant 2,11912774,535626,18.09.2022,3052,valtino malt,241.719,246.553,0,-241.719,null,0,2,4.834,-246.55,$1302828.68,3149184.46,62983.69,3212163.2,0,-3212163.2,-3149184.46
plant 2,11867661,535609,21.06.2022,3096,crystal milk,241.488,246.318,480,238.512,Loss,98.77,2,4.83,233.68,$3021213.01,7295866.87,145917.34,7441791.46,14501822.45,7060030.99,7205955.58
plant 2,11842115,535626,10.05.2022,3048,valtino malt,241.402,246.23,0,-241.402,null,0,2,4.828,-246.23,$1302828.68,3145054.49,62901.09,3207955.06,0,-3207955.06,-3145054.49
plant 2,11818837,535626,22.04.2022,30324,valtino malt,2401.662,2449.695,2426,24.338,Loss,1.01,2,48.033,-23.7,$1302828.68,31289541.33,625790.83,31915329.03,31606623.78,-308705.25,317082.45
plant 2,11931561,535626,14.10.2022,304,valtino malt,24.077,24.559,0,-24.077,null,0,2,0.482,-24.56,$1302828.68,313682.06,6273.64,319961.7,0,-319961.7,-313682.06
plant 2,11877211,535626,11.07.2022,29868,valtino malt,2365.546,2412.857,2411,45.454,Loss,1.92,2,47.311,-1.86,$1302828.68,30819011.73,616380.23,31435393,31411199.47,-24193.53,592187.74
plant 2,11891474,535612,25.08.2022,29652,crystal milk,2348.439,2395.408,2361,12.561,Loss,0.53,2,46.969,-34.41,$3021213.01,70951344.6,1419026.89,72370378.14,71330839.17,-1039538.97,379494.57
plant 2,11864674,535626,16.06.2022,29576,valtino malt,2342.42,2389.268,2098,-244.42,Gain,10.43,2,46.848,-291.27,$1302828.68,30517719.57,610354.39,31128068.75,27333345.71,-3794723.04,-3184373.86
plant 2,11905155,535626,08.09.2022,29316,valtino malt,2321.827,2368.264,2640,318.173,Loss,13.7,2,46.437,271.74,$1302828.68,30249428.06,604988.56,30854422.61,34394677.15,3540254.54,4145249.09
plant 2,11928260,535625,09.10.2022,2935,valtino malt,232.453,237.102,16,-216.453,Gain,93.12,2,4.649,-221.1,$1302828.68,3028464.35,60569.29,3089032.86,208452.59,-2880580.27,-2820011.76
plant 2,11911938,535626,07.09.2022,293,valtino malt,23.206,23.67,0,-23.206,null,0,2,0.464,-23.67,$1302828.68,302334.42,6046.69,308379.55,0,-308379.55,-302334.42
plant 2,11837623,535626,19.05.2022,2903,valtino malt,229.918,234.516,280,50.082,Loss,21.78,2,4.598,45.48,$1302828.68,2995437.64,59908.75,3055341.71,3647920.3,592578.59,652482.66
plant 2,11891452,535611,10.08.2022,2838,crystal milk,229.878,234.476,117,-112.878,Gain,49.1,2,4.598,-117.48,$3021213.01,6945104.04,138902.08,7084019.42,3534819.22,-3549200.2,-3410284.82
plant 2,11823728,535611,07.04.2022,28248,crystal milk,2288.088,2333.85,2290,1.912,Loss,0.08,2,45.762,-43.85,$3021213.01,69128012.34,1382560.25,70510579.83,69185777.93,-1324801.9,57765.59
plant 2,11921106,535611,26.09.2022,27984,crystal milk,2266.705,2312.039,2781,514.295,Loss,22.69,2,45.334,468.96,$3021213.01,68481986.36,1369639.73,69851623.06,84019933.81,14168310.75,15537947.45
plant 2,11905205,535625,10.09.2022,2866,valtino malt,226.987,231.527,59,-167.987,Gain,74.01,2,4.54,-172.53,$1302828.68,2957251.74,59145.03,3016400.16,768668.92,-2247731.24,-2188582.82
plant 2,11912770,535611,20.09.2022,2772,crystal milk,224.532,229.023,427,202.468,Loss,90.17,2,4.491,197.98,$3021213.01,6783590,135671.8,6919272.67,12900579.55,5981306.88,6116989.55
plant 2,11920544,535611,23.09.2022,2772,crystal milk,224.532,229.023,530,305.468,Loss,136.05,2,4.491,300.98,$3021213.01,6783590,135671.8,6919272.67,16012428.95,9093156.28,9228838.95
plant 2,11891461,535611,24.08.2022,27588,crystal milk,2234.628,2279.321,2310,75.372,Loss,3.37,2,44.693,30.68,$3021213.01,67512871.86,1350257.44,68863142.59,69790020.53,926877.94,2277148.67
plant 2,11821866,535625,03.04.2022,2808,valtino malt,222.394,226.842,470,247.606,Loss,111.34,2,4.448,243.16,$1302828.68,2897412.81,57948.26,2955362.63,6123294.8,3167932.17,3225881.99
plant 2,11865117,535611,17.06.2022,2739,crystal milk,221.86,226.297,0,-221.86,null,0,2,4.437,-226.3,$3021213.01,6702863.18,134057.26,6836914.41,0,-6836914.41,-6702863.18
plant 2,11885649,535625,22.07.2022,288,valtino malt,22.81,23.266,224,201.19,Loss,882.03,2,0.456,200.73,$1302828.68,297175.22,5943.5,303116.12,2918336.24,2615220.12,2621161.02
plant 2,11877300,535625,24.07.2022,27504,valtino malt,2178.318,2221.884,1934,-244.318,Gain,11.22,2,43.566,-287.88,$1302828.68,28379751.65,567595.03,28947341.99,25196706.67,-3750635.32,-3183044.98
plant 2,11857282,535609,08.06.2022,27648,crystal milk,2156.544,2199.675,2200,43.456,Loss,2.02,2,43.131,0.33,$3021213.01,65153787.89,1303075.76,66456867.28,66466686.22,9818.94,1312898.33
plant 2,11837650,769367,23.05.2022,27191,null,2153.527,2196.598,2022,-131.527,Gain,6.11,2,43.071,-174.6,$1270929.84,27369817.26,547396.35,27917219.45,25698201.36,-2219018.09,-1671615.9
plant 2,11891458,535611,12.08.2022,2663,crystal milk,215.704,220.018,0,-215.704,null,0,2,4.314,-220.02,$3021213.01,6516877.31,130337.55,6647212.44,0,-6647212.44,-6516877.31
plant 2,11818769,535609,15.04.2022,27432,crystal milk,2139.696,2182.49,2140,0.304,Loss,0.01,2,42.794,-42.49,$3021213.01,64644773.93,1292895.48,65937671.82,64653958.41,-1283713.41,9184.48
plant 2,11852678,535611,28.05.2022,2640,crystal milk,213.84,218.117,22,-191.84,Gain,89.71,2,4.277,-196.12,$3021213.01,6460561.9,129211.24,6589779.18,664666.86,-5925112.32,-5795895.04
plant 2,11901431,535611,19.08.2022,26268,crystal milk,2127.709,2170.263,1929,-198.709,Gain,9.34,2,42.554,-241.26,$3021213.01,64282621.12,1285652.42,65568268.11,58279198.96,-7289069.15,-6003422.16
plant 2,11927569,535626,07.10.2022,270,valtino malt,21.384,21.812,0,-21.384,null,0,2,0.428,-21.81,$1302828.68,278596.88,5571.94,284172.99,0,-284172.99,-278596.88
plant 2,11818710,535611,09.04.2022,25806,crystal milk,2090.286,2132.092,2232,141.714,Loss,6.78,2,41.806,99.91,$3021213.01,63151992.58,1263039.85,64415040.89,67433474.38,3018433.49,4281481.8
plant 2,11837659,535611,20.05.2022,25608,crystal milk,2074.248,2115.733,2162,87.752,Loss,4.23,2,41.485,46.27,$3021213.01,62667450.44,1253349.01,63920800.65,65318625.28,1397824.63,2651174.84
plant 2,11928154,535612,09.10.2022,26084,crystal milk,2065.853,2107.17,2144,78.147,Loss,3.78,2,41.317,36.83,$3021213.01,62413819.6,1248276.39,63662094.18,64774806.93,1112712.75,2360987.33
plant 2,11920218,699076,02.10.2022,2870,juice,206.64,210.773,227,20.36,Loss,9.85,2,4.133,16.23,$1295929.78,2677909.3,53558.19,2731470.08,2941760.6,210290.52,263851.3
plant 2,11849360,535611,22.05.2022,2546,crystal milk,206.226,210.351,17,-189.226,Gain,91.76,2,4.125,-193.35,$3021213.01,6230526.74,124610.53,6355151.78,513606.21,-5841545.57,-5716920.53
plant 2,11818728,535611,10.04.2022,25410,crystal milk,2058.211,2099.375,1857,-201.211,Gain,9.78,2,41.164,-242.38,$3021213.01,62182938.51,1243658.77,63426590.63,56103925.6,-7322665.03,-6079012.91
plant 2,11920634,535626,24.09.2022,25968,valtino malt,2056.666,2097.799,2097,40.334,Loss,1.96,2,41.133,-0.8,$1302828.68,26794834.5,535896.69,27330727.02,27320317.42,-10409.6,525482.92
plant 2,11821208,535609,04.04.2022,26208,crystal milk,2044.225,2085.11,2300,255.775,Loss,12.51,2,40.885,214.89,$3021213.01,61760391.65,1235207.83,62995614.59,69487899.23,6492284.64,7727507.58
plant 2,11818768,535609,13.04.2022,26208,crystal milk,2044.225,2085.11,2090,45.775,Loss,2.24,2,40.885,4.89,$3021213.01,61760391.65,1235207.83,62995614.59,63143351.91,147737.32,1382960.26
plant 2,11818753,535625,12.04.2022,25776,valtino malt,2041.46,2082.289,1962,-79.46,Gain,3.89,2,40.829,-120.29,$1302828.68,26596726.37,531934.53,27128658.29,25561498.7,-1567159.59,-1035227.67
plant 2,11924104,535626,04.10.2022,25728,valtino malt,2037.658,2078.411,2376,338.342,Loss,16.6,2,40.753,297.59,$1302828.68,26547192.82,530943.86,27078134.6,30955209.44,3877074.84,4408016.62
plant 2,11916624,535626,16.09.2022,25728,valtino malt,2037.658,2078.411,2030,-7.658,Gain,0.38,2,40.753,-48.41,$1302828.68,26547192.82,530943.86,27078134.6,26447422.2,-630712.4,-99770.62
plant 2,11900015,535611,18.08.2022,25146,crystal milk,2036.826,2077.563,2090,53.174,Loss,2.61,2,40.737,12.44,$3021213.01,61536852.1,1230737.04,62767603.65,63143351.91,375748.26,1606499.81
plant 2,11818764,535611,16.04.2022,25146,crystal milk,2036.826,2077.563,2205,168.174,Loss,8.26,2,40.737,127.44,$3021213.01,61536852.1,1230737.04,62767603.65,66617746.87,3850143.22,5080894.77
plant 2,11877322,769367,28.07.2022,25626,null,2029.579,2070.171,1848,-181.579,Gain,8.95,2,40.592,-222.17,$1270929.84,25794525.14,515890.5,26310420.98,23486783.44,-2823637.54,-2307741.7
plant 2,11905199,769430,16.09.2022,25536,fantino ice,2022.452,2062.901,2278,255.548,Loss,12.64,2,40.449,215.1,$1104568.51,22339367.92,446787.36,22786154.84,25162070.66,2375915.82,2822702.74
plant 2,11821869,535609,03.04.2022,2592,crystal milk,202.176,206.22,280,77.824,Loss,38.49,2,4.044,73.78,$3021213.01,6108167.62,122163.35,6230345.47,8459396.43,2229050.96,2351228.81
plant 2,11837688,535609,20.05.2022,25704,crystal milk,2004.913,2045.011,1600,-404.913,Gain,20.2,2,40.098,-445.01,$3021213.01,60572692.4,1211453.85,61784138.39,48339408.16,-13444730.23,-12233284.24
plant 2,11837666,535611,21.05.2022,24750,crystal milk,2004.75,2044.845,2019,14.25,Loss,0.71,2,40.095,-25.85,$3021213.01,60567767.82,1211355.36,61779123.17,60998290.67,-780832.5,430522.85
plant 2,11837675,535611,26.05.2022,24750,crystal milk,2004.75,2044.845,0,-2004.75,null,0,2,40.095,-2044.85,$3021213.01,60567767.82,1211355.36,61779123.17,0,-61779123.17,-60567767.82
plant 2,11853143,535626,09.05.2022,264,valtino malt,20.909,21.327,0,-20.909,null,0,2,0.418,-21.33,$1302828.68,272408.45,5448.17,277854.27,0,-277854.27,-272408.45
plant 2,11923779,535626,30.09.2022,264,valtino malt,20.909,21.327,0,-20.909,null,0,2,0.418,-21.33,$1302828.68,272408.45,5448.17,277854.27,0,-277854.27,-272408.45
plant 2,11924944,755760,03.10.2022,253,crystal milk,20.493,20.903,27,6.507,Loss,31.75,2,0.41,6.1,$2401765.2,492193.74,9843.87,502040.98,648476.6,146435.62,156282.86
plant 2,11818778,535611,17.04.2022,24684,crystal milk,1999.405,2039.393,1542,-457.405,Gain,22.88,2,39.988,-497.39,$3021213.01,60406283.98,1208125.68,61614406.64,46587104.61,-15027302.03,-13819179.37
plant 2,11920223,535626,27.09.2022,25162,valtino malt,1992.831,2032.688,2032,39.169,Loss,1.97,2,39.857,-0.69,$1302828.68,25963173.81,519263.48,26482442.24,26473478.78,-8963.46,510304.97
plant 2,11877241,535611,16.07.2022,24486,crystal milk,1983.367,2023.034,2034,50.633,Loss,2.55,2,39.667,10.97,$3021213.01,59921741.84,1198434.84,61120166.4,61451472.62,331306.22,1529730.78
plant 2,11920849,535611,25.09.2022,24344,crystal milk,1971.865,2011.302,1600,-371.865,Gain,18.86,2,39.437,-411.3,$3021213.01,59574241.92,1191484.84,60765717.69,48339408.16,-12426309.53,-11234833.76
plant 2,11882904,535612,19.07.2022,2468,crystal milk,195.466,199.375,0,-195.466,null,0,2,3.909,-199.38,$3021213.01,5905444.22,118108.88,6023543.44,0,-6023543.44,-5905444.22
plant 2,11857260,535626,11.06.2022,24570,valtino malt,1945.944,1984.863,1746,-199.944,Gain,10.27,2,38.919,-238.86,$1302828.68,25352316.53,507046.33,25859364.42,22747388.75,-3111975.67,-2604927.78
plant 2,11905151,535612,10.09.2022,24504,crystal milk,1940.718,1979.532,2262,321.282,Loss,16.55,2,38.814,282.47,$3021213.01,58633224.7,1172664.49,59805878.32,68339838.29,8533959.97,9706613.59
plant 2,11837611,535609,09.05.2022,24768,crystal milk,1931.905,1970.543,2247,315.095,Loss,16.31,2,38.638,276.46,$3021213.01,58366965.2,1167339.3,59534301.48,67886656.33,8352354.85,9519691.13
plant 2,11866517,535625,20.06.2022,24336,valtino malt,1927.412,1965.96,0,-1927.412,null,0,2,38.548,-1965.96,$1302828.68,25110876.32,502217.53,25613090.72,0,-25613090.72,-25110876.32
plant 2,11866621,535625,20.06.2022,24336,valtino malt,1927.412,1965.96,2115,187.588,Loss,9.73,2,38.548,149.04,$1302828.68,25110876.32,502217.53,25613090.72,27554826.58,1941735.86,2443950.26
plant 2,11818803,535611,06.04.2022,23694,crystal milk,1919.215,1957.599,2030,110.785,Loss,5.77,2,38.384,72.4,$3021213.01,57983573.27,1159671.47,59143235.67,61330624.1,2187388.43,3347050.83
plant 2,11924108,535625,07.10.2022,24192,valtino malt,1916.007,1954.327,1975,58.993,Loss,3.08,2,38.32,20.67,$1302828.68,24962288.71,499245.77,25461532.66,25730866.43,269333.77,768577.72
plant 2,11857262,535611,07.06.2022,23628,crystal milk,1913.869,1952.146,1914,0.131,Loss,0.01,2,38.277,-38.15,$3021213.01,57822059.22,1156441.18,58978488.93,57826017.01,-1152471.92,3957.79
plant 2,11837654,535611,19.05.2022,23628,crystal milk,1913.869,1952.146,1971,57.131,Loss,2.99,2,38.277,18.85,$3021213.01,57822059.22,1156441.18,58978488.93,59548108.43,569619.5,1726049.21
plant 2,11923995,535626,03.10.2022,24147,valtino malt,1912.443,1950.692,1950,37.557,Loss,1.96,2,38.249,-0.69,$1302828.68,24915855.89,498317.12,25414174.83,25405159.26,-9015.57,489303.37
plant 2,11818780,535625,26.04.2022,24120,valtino malt,1910.305,1948.511,1768,-142.305,Gain,7.45,2,38.206,-180.51,$1302828.68,24888001.42,497760.03,25385760.14,23034011.06,-2351749.08,-1853990.36
plant 2,11915422,535626,14.09.2022,2424,valtino malt,191.981,195.821,177,-14.981,Gain,7.8,2,3.84,-18.82,$1302828.68,2501183.53,50023.67,2551212.15,2306006.76,-245205.39,-195176.77
plant 2,11837632,535609,13.05.2022,24480,crystal milk,1909.44,1947.629,1770,-139.44,Gain,7.3,2,38.189,-177.63,$3021213.01,57688249.7,1153764.99,58842020.73,53475470.28,-5366550.45,-4212779.42
plant 2,11891479,535625,06.08.2022,23976,valtino malt,1898.9,1936.878,2003,104.1,Loss,5.48,2,37.978,66.12,$1302828.68,24739413.8,494788.28,25234202.08,26095658.46,861456.38,1356244.66
plant 2,11920222,535626,24.09.2022,23863,valtino malt,1889.95,1927.749,1771,-118.95,Gain,6.29,2,37.799,-156.75,$1302828.68,24622810.64,492456.21,25115266.85,23073095.92,-2042170.93,-1549714.72
plant 2,11912767,535626,16.09.2022,23760,valtino malt,1881.792,1919.428,1919,37.208,Loss,1.98,2,37.636,-0.43,$1302828.68,24516525.87,490330.52,25006858.48,25001282.37,-5576.11,484756.5
plant 2,11928945,535609,11.10.2022,2414,crystal milk,188.292,192.058,42,-146.292,Gain,77.69,2,3.766,-150.06,$3021213.01,5688702.4,113774.05,5802481.28,1268909.46,-4533571.82,-4419792.94
plant 2,11837673,535611,29.05.2022,23197,crystal milk,1878.958,1916.537,1738,-140.958,Gain,7.5,2,37.579,-178.54,$3021213.01,56767323.55,1135346.47,57902665.19,52508682.11,-5393983.08,-4258641.44
plant 2,11931292,535611,20.10.2022,23100,crystal milk,1871.1,1908.522,2070,198.9,Loss,10.63,2,37.422,161.48,$3021213.01,56529916.63,1130598.33,57660514.96,62539109.31,4878594.35,6009192.68
plant 2,11877319,535611,29.07.2022,2310,crystal milk,187.111,190.853,67,-120.111,Gain,64.19,2,3.742,-123.85,$3021213.01,5653021.88,113060.44,5766075.67,2024212.72,-3741862.95,-3628809.16
plant 2,11877270,535611,18.07.2022,23034,crystal milk,1865.755,1903.07,2265,399.245,Loss,21.4,2,37.315,361.93,$3021213.01,56368432.79,1127368.66,57495798.43,68430474.68,10934676.25,12062041.89
plant 2,11891512,535611,22.08.2022,2298,crystal milk,186.138,189.861,405,218.862,Loss,117.58,2,3.723,215.14,$3021213.01,5623625.47,112472.51,5736105.23,12235912.69,6499807.46,6612287.22
plant 2,11861261,535625,10.06.2022,23400,valtino malt,1853.28,1890.346,1632,-221.28,Gain,11.94,2,37.066,-258.35,$1302828.68,24145063.36,482901.27,24627969.84,21262164.06,-3365805.78,-2882899.3
plant 2,11924121,535626,10.10.2022,2340,valtino malt,185.328,189.035,168,-17.328,Gain,9.35,2,3.707,-21.04,$1302828.68,2414506.34,48290.13,2462802.2,2188752.18,-274050.02,-225754.16
plant 2,11837668,535611,27.05.2022,22836,crystal milk,1849.717,1886.711,1850,0.283,Loss,0.02,2,36.994,-36.71,$3021213.01,55883890.65,1117677.81,57001558.19,55892440.69,-1109117.5,8550.04
plant 2,11888440,535611,27.07.2022,2279,crystal milk,184.599,188.291,0,-184.599,null,0,2,3.692,-188.29,$3021213.01,5577129,111542.58,5688672.19,0,-5688672.19,-5577129
plant 2,11829581,535611,23.04.2022,22704,crystal milk,1839.025,1875.806,1884,44.975,Loss,2.45,2,36.781,8.19,$3021213.01,55560862.56,1111217.25,56672094.91,56919653.11,247558.2,1358790.55
plant 2,11877296,535611,22.07.2022,22638,crystal milk,1833.678,1870.352,1976,142.322,Loss,7.76,2,36.674,105.65,$3021213.01,55399318.3,1107986.37,56507317.96,59699169.08,3191851.12,4299850.78
plant 2,11923415,535609,29.09.2022,23343,crystal milk,1820.755,1857.17,1610,-210.755,Gain,11.58,2,36.415,-247.17,$3021213.01,55008886.94,1100177.74,56109061.66,48641529.46,-7467532.2,-6367357.48
plant 2,11877320,535611,24.07.2022,22308,crystal milk,1806.948,1843.087,1345,-461.948,Gain,25.57,2,36.139,-498.09,$3021213.01,54591748.06,1091834.96,55683584.23,40635314.98,-15048269.25,-13956433.08
plant 2,11877316,535625,28.07.2022,22680,valtino malt,1796.257,1832.182,1922,125.743,Loss,7,2,35.925,89.82,$1302828.68,23402151.36,468043.03,23870192.57,25040367.23,1170174.66,1638215.87
plant 2,11818840,535611,02.05.2022,22110,crystal milk,1790.911,1826.729,1943,152.089,Loss,8.49,2,35.818,116.27,$3021213.01,54107236.13,1082144.72,55189374.21,58702168.78,3512794.57,4594932.65
plant 2,11881798,535611,17.07.2022,22110,crystal milk,1790.911,1826.729,1263,-527.911,Gain,29.48,2,35.818,-563.73,$3021213.01,54107236.13,1082144.72,55189374.21,38157920.32,-17031453.89,-15949315.81
plant 2,11931517,535626,14.10.2022,2271,valtino malt,179.864,183.461,183,3.136,Loss,1.74,2,3.597,-0.46,$1302828.68,2343319.78,46866.4,2390182.52,2384176.48,-6006.04,40856.7
plant 2,11927380,535611,14.10.2022,22044,crystal milk,1785.565,1821.276,1799,13.435,Loss,0.75,2,35.711,-22.28,$3021213.01,53945722.08,1078914.44,55024627.46,54351622.05,-673005.41,405899.97
plant 2,11916574,535609,20.09.2022,22824,crystal milk,1780.273,1815.878,1860,79.727,Loss,4.48,2,35.605,44.12,$3021213.01,53785839.49,1075716.79,54861542.38,56194561.99,1333019.61,2408722.5
plant 2,11931352,535625,16.10.2022,22464,valtino malt,1779.149,1814.732,1971,191.851,Loss,10.78,2,35.583,156.27,$1302828.68,23179263.43,463585.27,23642848.96,25678753.28,2035904.32,2499489.85
